id,dt,car_value,loan_amount,ltv,term_meses,taxa_mensal,parcela_mensal,pti,idade,renda_mensal,score_interno,utilizacao_limite,atraso_antes_30d,atraso_antes_60d,canal,pd_proxy,risk_band,cluster_true
5943,2024-01-01,48936.607366038756,40677.857279189106,0.8155220374325308,24,0.008,1955.249006553023,0.3930145610953879,33,4975.003982304024,747,0.5791057643634517,0,0,digital,0.000665265831527525,baixo,A
5944,2024-12-01,48472.136017799465,43766.35282888608,0.9402021495037028,36,0.016071245729727134,1778.4358718301867,0.39628781212973635,52,6353.677689642083,697,0.9443965766093634,0,0,agencia,0.03327205314450568,medio,D
5945,2023-11-01,125000.0,124023.36958139406,0.9550837437088501,36,0.022397336127381505,5667.328076415125,0.8,36,2202.841159470117,602,0.8350729083896625,1,0,agencia,0.13029942149390283,alto,D
5946,2023-05-01,60276.41938819204,44554.59370000203,0.7809513863773543,24,0.008225349259539091,2149.6230796062528,0.37584189068227836,35,5719.487723159252,718,0.34312074819595856,0,0,digital,0.0004741506288347814,baixo,A
5947,2022-07-01,60234.994996403926,44734.102370392844,0.724555708919162,36,0.008,1528.9122099036488,0.28063221167157354,27,5448.099492202801,773,0.1665258738466327,0,0,digital,0.0003841703414434032,baixo,A
5948,2024-04-01,151648.43199525287,140554.51491967542,0.9945006330196933,36,0.013126579952859098,5380.292143364852,0.4129030914032854,44,13030.399276206634,732,0.2048335246252005,0,0,parceiro,0.004817474296935952,baixo,C
5949,2024-08-01,39092.02208309118,33733.669551506435,0.8888262610754812,36,0.008505215106376045,1166.5760691211103,0.16294159868240116,37,7159.473569391883,835,0.5291334837670151,0,0,agencia,0.000451924796002627,baixo,B
5950,2023-06-01,97507.28419875742,70090.95213899149,0.7490722216944494,36,0.008,2395.5529864393093,0.29763623696594077,26,8048.593178234,806,0.3625041052531279,0,0,digital,0.000281351929018846,baixo,A
5951,2024-10-01,44233.911540759065,35351.42600567082,0.7829011221054387,36,0.008,1208.2331821493717,0.36497530458726424,34,3310.4518770542945,773,0.27555783646342363,0,0,digital,0.0003842407530439609,baixo,A
5952,2024-11-01,72918.09935230634,67216.1376779701,0.9633093158736667,60,0.020575627260612784,2226.6803171074566,0.5777693031743627,38,4690.471027184564,396,0.6685616828373987,0,0,parceiro,0.10910672719084848,alto,D
5953,2024-03-01,52510.21057814207,46941.6085185825,0.8597056099549071,36,0.018693565892895836,2005.938411529139,0.19923893634895662,27,10068.00401712566,661,0.33862721488902486,1,0,agencia,0.00879802976744595,baixo,B
5954,2024-10-01,58846.41841095641,61004.01348258937,0.9987346294512432,60,0.020114867220617574,1998.4036629447958,0.5207871851864015,43,4935.420109948243,528,0.8734781309325355,0,0,agencia,0.06701486812555421,alto,D
5955,2023-08-01,30723.672329247223,34061.54293541117,1.0709563848729922,36,0.019624694000623655,1480.911856265327,0.42245639328960805,44,5555.922924635942,639,0.4371581553575745,0,0,agencia,0.0444841490156844,medio,D
5956,2024-04-01,90780.16513848754,75328.16031408482,0.864995466696822,36,0.01371158690353574,2918.743790757504,0.33800931067077356,33,8635.098793477931,709,0.6867146564711948,0,0,agencia,0.0016913063749707804,baixo,B
5957,2023-05-01,47582.953219744486,34957.610394884214,0.7615556168968115,24,0.008,1680.2958063141011,0.2701351630071246,36,6220.203943867111,794,0.10805638407338158,0,0,digital,0.000344199761509821,baixo,A
5958,2024-05-01,40405.63146302478,29889.865705893677,0.7105343155026703,24,0.008,1436.7062115966228,0.37950571445949244,30,3785.7301138214443,817,0.23445308958672795,0,0,digital,0.0003781634222258129,baixo,A
5959,2023-11-01,145653.523593597,158129.66779630442,1.0770555825081873,48,0.012099286472537862,4824.972999469461,0.3075228628406022,43,15689.802556144843,704,0.5756470419660283,0,0,digital,0.004362247149307408,exposicao,C
5960,2023-03-01,43443.57118439041,46913.948742719636,1.063597386221328,60,0.019670176987228342,1520.143685663237,0.4467999260884943,42,5054.058629379692,561,0.947002223496805,0,0,digital,0.07172232465926795,alto,D
5961,2024-05-01,58823.09355820027,53406.297826649694,0.9069718144674292,60,0.03187020212662533,2251.7605690335563,0.5842504649181933,40,4778.121137774944,428,0.8306482414110498,1,0,parceiro,0.13886228005721754,alto,D
5962,2024-06-01,91092.641950445,78471.88128494193,0.8249740064559479,24,0.008,3771.8817604295423,0.569656937235247,28,6621.321560193511,837,0.4070463718496239,0,0,digital,0.000652890518116945,baixo,A
5963,2022-09-01,180000.0,173892.14177880556,0.95,48,0.008,4735.662661109472,0.344826082666981,45,13733.481598846982,817,0.4579466394929443,0,0,agencia,0.0011438684680257034,baixo,C
5964,2022-07-01,47334.97534217707,44129.15113470296,0.8790380603459763,36,0.009762251553396032,1570.4496531135906,0.14579529410296088,42,10771.607292101873,775,0.39824540213530907,0,0,digital,0.000630110016435426,baixo,B
5965,2022-08-01,105000.0,86017.31697172078,0.798331248531606,36,0.012131749948327386,3224.20238046268,0.6592393816494422,24,4890.791524613718,771,0.11366427083895043,1,0,parceiro,0.0040833956925503045,baixo,A
5966,2023-03-01,60053.67157115065,57601.399122987015,0.9080170927793241,36,0.012676090143900753,2184.1672866856484,0.33737472362268994,33,6474.009858332948,604,0.6283861938321732,0,0,digital,0.0032069782638505947,baixo,B
5967,2024-08-01,53976.57813298484,47695.669184631406,0.8874970642456665,36,0.008,1630.1319823547356,0.1010094327509971,53,16138.413393264444,782,0.8015531079737296,0,0,digital,0.0004114197063189772,baixo,B
5968,2024-05-01,60656.57276415687,56187.466571638615,0.9527609897402906,48,0.009602825175616527,1602.2189550810658,0.4054461885041121,46,3951.742550577253,708,0.5145930717229515,0,0,digital,0.0026080139131136894,baixo,B
5969,2024-11-01,56274.24530726075,44112.231314941026,0.7895955792047263,24,0.008,2120.3279185381652,0.39166731716987596,27,5413.594205049602,744,0.13085942940607254,0,0,digital,0.000670347487045906,baixo,A
5970,2022-05-01,118721.59426177839,110641.66086816079,0.955190206097864,36,0.014050479020045055,4317.034136376848,0.3979326418866332,33,10848.655480760299,637,0.6421181800045548,0,0,agencia,0.005333004850980329,baixo,B
5971,2022-09-01,94727.20155389274,79322.13857626526,0.8298853868014863,48,0.014043689907387517,2543.7249672369053,0.2774403092299268,36,9168.548630504914,641,0.3288257709056861,0,0,parceiro,0.0034647050046462857,baixo,B
5972,2023-10-01,50981.55076098351,40435.05769230105,0.7513534454730941,48,0.008,1101.1814044869986,0.23475422191193968,20,4690.784240293964,723,0.42934695685394825,0,0,digital,0.00028993234272614566,baixo,A
5973,2023-12-01,125000.0,108427.5953417408,0.8982826522948817,36,0.01721000367952857,4504.709100216724,0.8,35,2895.325866546433,601,0.6986393215739776,0,0,agencia,0.0773541652647541,alto,D
5974,2022-02-01,80722.92456761244,68650.96336408821,0.8542158580763556,48,0.010193619928062937,1990.0698660016146,0.16556778573321113,57,12019.668301950527,662,0.49268784458037634,0,0,parceiro,0.0014199849607434676,baixo,B
5975,2023-04-01,131655.39286629905,119966.6855254266,0.8697758078337149,36,0.010223508173253341,4313.5922432517,0.7154444767434109,31,6029.248087687368,696,0.4678356380704317,0,0,agencia,0.007490989153798116,baixo,B
5976,2023-01-01,176621.51161676084,192406.0716341576,1.073376963491347,36,0.019690863969225335,8375.5265276698,0.38904780551639756,42,21528.27084206953,741,0.7618720011637365,1,0,parceiro,0.02089163903555929,exposicao,C
5977,2022-10-01,51598.602299123064,42548.072452340566,0.8577683234515397,48,0.033981838649818144,2043.107562439396,0.5767769903576073,59,5039.2449101935,620,0.8025584358593039,1,1,parceiro,0.1448445789198279,alto,D
5978,2022-11-01,36658.01899708577,26192.492002998835,0.7308081870413445,24,0.008,1258.9857822774773,0.3274111263409207,39,3845.274888326622,838,0.3033609277158099,0,0,agencia,0.00019741313565007536,baixo,A
5979,2023-11-01,25000.0,20997.100894857333,0.9485452974851419,60,0.014513735697180933,593.748779816956,0.21057941518644163,37,6108.299655137673,606,0.40442143015209997,0,0,agencia,0.024283847426500495,medio,D
5980,2023-09-01,140000.0,126924.70336393185,0.8755809688033326,48,0.013741421764218335,4039.5653583929184,0.46217194082644597,42,8740.395081470013,626,0.6457202630713376,0,0,agencia,0.007219546434059283,baixo,B
5981,2023-08-01,62168.72627161127,53340.281143621505,0.8458900151266714,48,0.010597756225516074,1563.4856944072553,0.2273705719488911,35,6876.376661262476,732,0.18392060673483815,0,0,parceiro,0.001597991554795758,baixo,B
5982,2022-07-01,59724.40002894748,61914.6004861574,1.0240314258420011,48,0.026099572148615992,2582.6431760812393,0.8,20,3557.6241267720193,525,0.8246707077848253,1,0,parceiro,0.13785309896832096,alto,D
5983,2022-10-01,54953.7613950136,39145.3448121399,0.7662439763688302,24,0.008,1881.5862406368578,0.3880935357866843,27,4848.280291045796,798,0.19161807843636378,0,0,digital,0.0003414617185450279,baixo,A
5984,2022-02-01,69322.39223635958,55364.11591852491,0.8032969620031227,36,0.008515282092604477,1915.044960731029,0.3676754147109356,39,5208.520570342259,733,0.621803829434002,0,0,digital,0.0015356465596869074,baixo,B
5985,2022-01-01,77238.00216200291,68009.94176732078,0.8517268430234523,60,0.018234652983032045,2125.6091794739955,0.4520629909532033,36,6454.740451458276,511,0.7277155112636582,0,0,parceiro,0.05688207535470486,medio,D
5986,2023-03-01,58656.19413995271,50375.73239468287,0.7997877253418103,36,0.008,1721.7305871782723,0.4490465559179577,23,3834.1917212985777,866,0.25190769294653853,0,0,digital,0.0003915904379326366,baixo,A
5987,2023-09-01,57449.202249247974,41475.2478780527,0.7057074694509191,24,0.008,1993.5769146717332,0.3210353035637662,21,6209.837025838984,741,0.24430657240238438,0,0,digital,0.00031803302774803646,baixo,A
5988,2023-07-01,70306.29670485815,58664.950965957214,0.8362999349579332,36,0.008,2005.0376574587153,0.2558122593028737,29,7837.926387588851,808,0.09212330841214976,0,0,digital,0.0001952925225700605,baixo,A
5989,2023-04-01,44737.27992081836,34402.50234353367,0.7577341114283317,48,0.008,936.8948138222337,0.09730895903808401,32,9628.042711417345,824,0.23096266459477202,0,0,digital,0.00014103423780667933,baixo,A
5990,2022-12-01,71505.17936404733,63987.98098031959,0.917494990945953,36,0.012029245226769132,2393.2256079424715,0.2564022548607077,46,9333.871144162158,574,0.34321268483673395,0,0,parceiro,0.004791075855777482,baixo,B
5991,2024-06-01,99118.6113045527,109693.72182822565,1.0589114436726488,60,0.012222252348253203,2900.792176500026,0.12489612755778215,45,23225.6374414651,714,0.532339780687947,0,0,digital,0.002081305382443165,baixo,C
5992,2023-02-01,100186.78261498375,83853.37647873511,0.8614981461273614,48,0.023455966564921427,3320.434939339765,0.7816264613648026,49,4961.233617956056,668,0.8074930350309779,1,0,parceiro,0.11494672871103374,alto,D
5993,2023-09-01,74102.65035695117,65502.26896060112,0.9211929876206575,48,0.010720799259226116,1926.4199445862105,0.2495800583510414,55,7718.645300886365,710,0.334092600897181,0,0,digital,0.0017896898300012347,baixo,B
5994,2023-02-01,46040.11158132097,40206.51814521414,0.8854899243725329,60,0.022364786744955848,1389.4767990134987,0.3840051032835945,33,6613.641477701372,565,0.7064996690124252,1,0,agencia,0.09189883333122895,alto,D
5995,2024-11-01,38834.22396222678,29627.691511432324,0.7778119273912587,36,0.008,1012.608656546287,0.2225319034716742,38,4550.397676687202,804,0.2908172383440413,0,0,agencia,0.0002354878980061621,baixo,A
5996,2023-05-01,61244.51088072213,51637.52873782196,0.9082318489852856,60,0.024063675957489945,1854.6964859977172,0.8,27,2832.696685622935,544,0.6104580952628781,1,0,agencia,0.13253665818541116,alto,D
5997,2022-03-01,154440.89677674184,145675.3943973001,1.0012719449085237,48,0.013004484780703216,4550.450809433854,0.3242717842128322,40,14032.829962310925,653,0.812973078859334,0,0,digital,0.00591057593206634,exposicao,C
5998,2022-11-01,119551.10888391186,108741.10475302387,0.9070828455543043,36,0.013435878096351314,4189.41202515891,0.792750574649534,30,5284.653406919322,694,0.5469693244541738,0,0,agencia,0.012318290540086894,baixo,B
5999,2023-11-01,64505.42864091773,62396.94458577462,0.9407114319545647,60,0.018653099449809047,1971.0662066077196,0.31557864821211323,48,9778.371416139456,620,0.7125253080957928,0,0,agencia,0.03778445383001493,medio,D
6000,2024-11-01,140000.0,128745.38264063752,0.9573961209159854,36,0.011478965479641681,4758.551671302707,0.8,25,4350.87762838864,659,0.19698767251995028,0,0,digital,0.015337621992623441,baixo,B
6001,2023-01-01,59093.940843125994,60309.760514246074,1.0350358950281464,60,0.028074643123473186,2359.702677877109,0.7450528486666919,39,3646.462325502476,569,0.575095186182777,1,0,digital,0.13529193153447336,alto,D
6002,2022-01-01,72547.28528964763,63997.9769057045,0.9116788111353391,36,0.011070669607832236,2344.5219470281995,0.24517341460165404,39,9562.708709006913,632,0.5536425882781928,0,0,parceiro,0.0026390278836706184,baixo,B
6003,2022-04-01,58284.563404097644,41805.230851187225,0.786316316460795,36,0.008,1428.8098899805766,0.3294309135934904,24,4337.206470379075,755,0.14659279506968978,0,0,digital,0.0004236556189823302,baixo,A
6004,2024-08-01,112926.62892690077,118171.2512247502,1.0366064060458322,48,0.012559381943566827,3649.227370286957,0.32792521688604653,34,11128.230408566162,692,0.49350218005325497,0,0,parceiro,0.003802629879360543,baixo,C
6005,2022-08-01,50640.27936181816,52555.7625758775,1.0403090938538262,60,0.015961519524275804,1547.025240639083,0.6783424148751018,41,3087.087941955418,669,0.7925365893914023,0,0,agencia,0.06313501430319089,alto,D
6006,2024-10-01,69085.98968272752,62122.968307141244,0.9308524298725456,60,0.008,1432.9698022847247,0.36466297881165366,39,3929.573018227456,756,0.46356813125791235,0,0,agencia,0.0011470788710921046,baixo,B
6007,2022-10-01,126980.00151666104,118579.09439521044,0.9244906242084832,36,0.01282139055454206,4510.142837876212,0.8,33,3780.8571765480438,689,0.4368992793419013,0,0,parceiro,0.01180457521093101,baixo,B
6008,2023-08-01,45824.991211039516,35326.94400792901,0.7922631015065827,24,0.008,1698.048441981121,0.5165887541318344,24,3287.041052286973,864,0.4754249619833182,0,0,digital,0.0003381422726664769,baixo,A
6009,2022-04-01,76808.77316176737,64758.89165766046,0.9088149296049565,36,0.008732089877222874,2251.2424714449035,0.18794895451978832,46,11977.94623118204,776,0.38115467978844675,0,0,agencia,0.0007193772988731745,baixo,B
6010,2022-03-01,60820.32857311467,53501.06763056569,0.8487537951777618,24,0.009419918728508763,2632.3917184482743,0.36432696695289357,32,7225.355126645442,826,0.4228316927019334,0,0,digital,0.00041362780269043107,baixo,A
6011,2024-03-01,119870.20503317361,132624.33826820314,1.0677291650772778,48,0.011726633832173766,4007.196688938687,0.356105453747225,52,11252.837177223135,683,0.4008126946763487,0,0,agencia,0.005257142051853727,exposicao,C
6012,2022-10-01,68988.98899899657,67340.3563062325,0.97,36,0.00993271476219708,2405.663493890524,0.4062769053297609,43,5921.241060793082,748,0.10077463083892435,0,0,parceiro,0.002287408103785784,baixo,B
6013,2022-11-01,48428.341562419424,48109.39223027992,0.9666181180662623,60,0.03908148051980274,2305.972224051786,0.3618484764607627,32,8566.34695117582,491,0.9423974112012813,1,1,digital,0.14717859742399547,alto,D
6014,2023-03-01,47251.140863375185,44861.68662896547,0.8987696251078248,36,0.02513335834271753,2148.177838639299,0.5519609472175027,47,4695.638889862021,539,0.6730292143452452,1,0,digital,0.11498039440550861,alto,D
6015,2022-06-01,83469.01889388925,71703.97163287489,0.8250161794789894,36,0.022880467625328308,3304.2733110448435,0.5447578871147662,39,7811.2006548715635,588,0.7579363173447468,1,0,digital,0.09997446754658297,alto,D
6016,2023-05-01,45762.75628788326,39841.234653236424,0.8267692489989906,24,0.008,1915.0353456655644,0.35838141765177456,30,5343.567638672412,767,0.2653207792859333,0,0,digital,0.0005157352171229678,baixo,A
6017,2024-10-01,82895.61901767165,69833.05778295166,0.837701197261344,24,0.008386876416476714,3378.2557212845536,0.40630551934432674,56,8314.57009674935,755,0.7117310826744639,0,0,digital,0.0013027469695523878,baixo,B
6018,2024-10-01,66751.39695422811,57086.64562046886,0.8160543433098757,36,0.008,1951.0946880951356,0.2402302551239889,32,8121.769204666274,761,0.24292847752782235,0,0,digital,0.00035878722984977366,baixo,A
6019,2023-09-01,68067.78725509513,56735.47559481477,0.8431095925186318,60,0.008,1308.698303720394,0.23139640271451867,30,5655.655353186186,753,0.20215928623626772,0,0,digital,0.001024654158907393,baixo,B
6020,2024-11-01,83456.266815028,79435.33515996354,0.9642936492736767,24,0.012404009768700425,4098.058970308492,0.5256423731612885,39,7796.287322999054,721,0.8487888052296606,0,0,agencia,0.004199949550548763,baixo,B
6021,2024-02-01,49998.21615165042,36193.93451457482,0.7454931622298469,36,0.008,1237.0282507425795,0.2699993963303387,32,4581.5963574566695,784,0.06511786671069049,0,0,digital,0.0003313826670739756,baixo,A
6022,2024-06-01,50698.60652296399,39992.297004089676,0.7954223522219389,24,0.008961453314352042,1953.0569905324169,0.19404051242231757,31,10065.20218974533,719,0.2191712065813088,0,0,digital,0.0003399186350536877,baixo,A
6023,2023-08-01,55887.95559104937,40314.54662255643,0.7764305905413569,36,0.00863242221104806,1398.2582674475452,0.2852321761901362,23,4902.175785790255,812,0.4285949938780188,0,0,digital,0.0003029744419255805,baixo,A
6024,2024-07-01,45624.79930419165,48479.66399015819,1.0031445135371808,60,0.024401041278513995,1754.3578255898406,0.33803192337470467,34,10075.888227363355,539,0.28414881199297465,1,0,parceiro,0.10857743574634685,alto,D
6025,2024-06-01,80109.15147962788,67284.84772592533,0.8603859263415774,36,0.012877228728597846,2562.177447250864,0.7378912336157496,34,3472.296905732174,672,0.6613490619217604,0,0,digital,0.013578788559702836,baixo,B
6026,2024-06-01,47651.73613874745,43330.17672227507,0.9063377126088579,36,0.009662123402845111,1538.5452317093632,0.19419973819537384,39,7922.488701614603,720,0.4008558272842977,0,0,digital,0.0008439761327937241,baixo,B
6027,2024-02-01,140000.0,131914.65832808547,0.965644240200415,36,0.01227781360893895,4959.994934460321,0.8,42,4613.695595826712,640,0.5934654826212591,0,0,agencia,0.011644899640380133,baixo,B
6028,2022-02-01,66946.1699802482,52495.466301511115,0.7952027558031682,36,0.008,1794.1783815938688,0.27342689521254715,25,6561.821141256687,784,0.12101171764520725,0,0,digital,0.0003456649702949052,baixo,A
6029,2023-11-01,97677.98719230847,101185.53749144154,1.0385766581646545,60,0.010778300468453503,2558.912125773138,0.16790937261124467,48,15239.840909284483,752,0.6650773884651149,0,0,agencia,0.0015666173396245906,baixo,C
6030,2023-07-01,73678.96648527555,62411.8072576823,0.8083488099414876,36,0.010221618034053118,2244.021036395776,0.3065888333951041,49,7319.317574439781,592,0.3083173635535947,0,0,digital,0.0028643535704944386,baixo,B
6031,2023-10-01,43773.52792026863,35162.74018091873,0.8068706886634986,24,0.008,1690.1557113628269,0.20539484538378047,20,8228.812695882261,750,0.2535309486021164,0,0,digital,0.00024794533115559363,baixo,A
6032,2022-12-01,49669.6651581666,44920.630741752175,0.8734076928463653,36,0.011583796313636653,1664.0764478160386,0.25855662583517985,29,6436.023220989993,700,0.501288168344318,0,0,digital,0.0025549848706445067,baixo,B
6033,2023-02-01,59021.90756657778,48224.28383033424,0.8579960232552755,36,0.01527027004090439,1928.6817090262452,0.20499990470663396,38,9408.207832029453,766,0.11770079473397563,1,0,agencia,0.005539278656270061,baixo,B
6034,2022-02-01,47890.64695976824,51874.15731120378,1.0449936408433247,48,0.018918258186929927,1865.8065716442961,0.7120954038377301,23,3048.7885538938685,610,0.8795957595459174,0,0,digital,0.08777502649810427,alto,D
6035,2022-03-01,62441.37606532499,54286.707663590314,0.8819290454953693,36,0.0085624839617193,1879.8273527296267,0.21621615302355685,39,8694.204047395195,766,0.6721939463756251,0,0,digital,0.0008302740761383784,baixo,B
6036,2024-03-01,52482.48937580491,51432.69441595745,0.8901518946061766,36,0.008902113240405081,1794.9736919588206,0.40519271828332193,38,4429.925837669485,749,0.43529757723780793,0,0,digital,0.0022279611302104636,baixo,B
6037,2023-03-01,95880.19459918646,88485.98885465579,0.9762485761986427,60,0.01896145296270003,2817.024813331374,0.4786325341981163,26,8614.012015141603,495,0.6489420948106441,0,0,agencia,0.06915847774823046,alto,D
6038,2023-02-01,48892.67727634269,44990.075744752176,0.9293241684977241,36,0.008477760241892458,1554.856386585988,0.3741993280502314,44,4155.1554747240725,724,0.22393246208988246,0,0,agencia,0.0013921211887366123,baixo,B
6039,2024-07-01,176776.7154364172,170085.8914803694,0.9681922157486155,48,0.008230568003185737,4663.3788694770155,0.5135082044499086,40,9081.410635829317,850,0.3851017509067902,0,0,agencia,0.0017455398603235478,baixo,C
6040,2022-06-01,140000.0,125304.89193820825,0.9225070674365481,36,0.012073832752686503,4691.019689412313,0.4783574963161194,27,9806.514428096854,642,0.5645357610570134,0,0,agencia,0.003580826960424337,baixo,B
6041,2024-03-01,58968.855584050856,50549.20641216142,0.9022280993325347,36,0.013739408065081376,1959.7575619702104,0.16394406116483035,32,11953.818564979054,634,0.6361063098570102,0,0,digital,0.002387928987057746,baixo,B
6042,2023-01-01,25000.0,23692.358126835814,0.9219577596089501,48,0.02976151197078204,1057.6871143153828,0.5060371037990985,31,3116.9687998734908,448,0.7208528306026615,1,0,parceiro,0.134963386358146,alto,D
6043,2022-06-01,150666.68612642412,145033.34895598967,0.95,36,0.013943501085921102,5646.522264596473,0.3719937053979176,53,15179.08013673632,637,0.5955660496528102,0,0,digital,0.005968007731130644,baixo,C
6044,2022-06-01,61018.33369787868,60228.572202708776,0.920167190811845,36,0.011423332944047869,2223.424720932623,0.6224950591803018,27,3571.794969522195,556,0.47520832064619506,0,0,agencia,0.007796509764347628,baixo,B
6045,2023-07-01,88178.3838829617,74749.00317998264,0.8421827780772495,24,0.008,3592.935419517832,0.6937946985599542,28,5178.67234640933,824,0.2364121972211603,0,0,digital,0.001249197945874315,baixo,A
6046,2022-10-01,99482.50485964015,94693.56636630163,1.0036901119644694,48,0.012695098696778317,2934.4979694073854,0.1940723497535729,34,15120.639148923176,784,0.804880442009973,0,0,parceiro,0.001632186573259006,baixo,C
6047,2022-09-01,71213.70927089392,56283.39877918791,0.8,60,0.012765967648545012,1512.8662846920151,0.3312477299602461,41,4567.174799578485,665,0.4341312252136478,0,0,parceiro,0.0019431457774962313,baixo,B
6048,2024-09-01,66228.21627956584,45840.85910471378,0.7198103704636479,24,0.008,2203.417294299909,0.30395991469256833,24,7249.039060063209,740,0.1725858745240105,0,0,digital,0.00033924646946623707,baixo,A
6049,2022-12-01,33871.55287089247,27722.78665908724,0.82,60,0.02164405439641227,942.0732462936539,0.4532572802725103,34,2756.3963453189144,453,0.8567099892429124,0,0,digital,0.06575947746088327,alto,D
6050,2024-10-01,128993.75209582696,137674.68739180715,1.055419516132687,60,0.013389417033424994,3769.285166745045,0.24971313324861613,54,15094.461063016332,739,0.6348213960392045,0,0,agencia,0.004466737306205848,exposicao,C
6051,2023-10-01,50973.1854469922,51852.754846741846,0.9865948881015186,60,0.0249428793484961,1898.8981872025734,0.7295649501712859,34,3317.787943023267,539,0.696005317901261,1,0,agencia,0.12958294740700788,alto,D
6052,2022-09-01,75832.32194316773,67377.19332444499,0.8807242380218598,24,0.010024371064767506,3347.7142449346584,0.5167369075362096,55,6478.566164155929,738,0.7718689746244155,0,0,digital,0.0024900987394661186,baixo,B
6053,2022-02-01,118697.37360625964,93153.79394329125,0.8,36,0.010362546916110773,3359.8538354345033,0.8,44,3023.3579400248805,691,0.6342550439199199,0,0,agencia,0.009090686662256544,baixo,B
6054,2024-05-01,82219.8645941285,65331.642515062544,0.8,60,0.010278871774055754,1626.0891695449975,0.2536460629469074,37,6410.859094964019,673,0.20400538859746284,0,0,digital,0.0012148131920668326,baixo,B
6055,2023-05-01,100830.6611139811,75845.12234721059,0.813833132952663,24,0.008,3645.6222141559224,0.5655439934852764,22,6446.222143902646,800,0.11028847299193732,0,0,digital,0.0007224654913568436,baixo,A
6056,2024-10-01,75693.80246395906,80620.97881654449,1.1219939281622338,48,0.009671444695723824,2303.3807956961427,0.16271389160302688,49,14156.018106405452,820,0.3098800054584988,0,0,agencia,0.001503197860833532,baixo,C
6057,2022-05-01,82061.86433737345,74813.99768519808,0.97,36,0.010984442132380852,2735.5986249787197,0.396101009808855,28,6906.3157054278345,678,0.4257189601523226,0,0,digital,0.004194430459805403,baixo,B
6058,2023-02-01,122476.55600129091,111992.77560115424,0.9132321952053463,36,0.011655531387722138,4155.178682339296,0.45873510224871206,51,9057.904359118535,663,0.4827644237476858,0,0,parceiro,0.004507411817305519,baixo,B
6059,2023-10-01,99177.97127123433,88242.02731617376,0.8853214860833671,36,0.013112629954317995,3376.8354659419165,0.6528342689828366,45,5172.576910221444,641,0.2597694993782081,0,0,parceiro,0.008359564291791013,baixo,B
6060,2024-04-01,46134.45809935129,38308.30603871542,0.8203794021392368,24,0.013799036348081415,2019.0735842491379,0.47095767437197283,30,4287.165692631709,757,0.1412723632100623,1,0,digital,0.0033172140957920286,baixo,A
6061,2024-06-01,107280.71992686849,119314.15004692262,1.0725523826091783,60,0.015834813033914846,3500.0229740834957,0.233585903387126,49,14983.87926382204,691,0.8072825797047098,0,0,parceiro,0.00587561410263095,baixo,C
6062,2024-01-01,93126.84770358284,103671.97140907888,1.0500483421868112,60,0.02305049467239308,3639.6183698644827,0.8,32,4289.613933830713,593,0.4335175054589422,1,0,agencia,0.13078113766211358,alto,D
6063,2024-09-01,63308.49504368348,52918.94704350607,0.8235038610708605,24,0.012381095325441441,2729.111749106862,0.3871372919444532,42,7049.467478060568,631,0.4091823555134602,0,0,agencia,0.0034736952486358963,baixo,B
6064,2023-05-01,180000.0,174664.39436054672,0.9889350969057705,48,0.011423120941967044,5235.011550006819,0.3754755105954987,48,13942.35150437419,744,0.6232628878385913,0,0,agencia,0.004020286983382958,baixo,C
6065,2022-03-01,110328.90547340742,111632.58533773535,1.0064000412761216,36,0.013051267892132963,4266.46256965777,0.3420510295219424,41,12473.175641718331,659,0.11717827668471469,0,0,parceiro,0.005048266713301487,baixo,C
6066,2024-07-01,36818.02440151807,37069.572515958134,0.9615038561375553,48,0.022455249336404453,1438.2079556609403,0.4759469600692988,48,4027.9387664887468,696,0.6857299614368029,1,0,agencia,0.08517483094013074,alto,D
6067,2024-08-01,102823.33780926735,88064.45733339737,0.8405840302341165,36,0.01208318567309882,3297.5142772558083,0.5241648774842252,37,6290.986708385563,600,0.2647989595464957,0,0,parceiro,0.006593337329200232,baixo,B
6068,2023-09-01,95017.19250799008,80848.46119324492,0.8736824837706232,24,0.008,3886.116034688639,0.6289325971429532,48,6178.907012201411,708,0.41851470099864146,0,0,agencia,0.003593458473190767,baixo,B
6069,2024-04-01,62269.412605485566,59083.51659603119,0.944266765609094,24,0.014104008816934207,3128.4647427060218,0.5110778147921277,38,6121.308051648597,646,0.36606792963987284,0,0,agencia,0.006074462890328026,baixo,B
6070,2022-12-01,52128.925445810346,41694.42009067532,0.8068397318178836,36,0.008,1425.0226244324142,0.4565389266223602,30,3121.360614253085,830,0.5448684572253146,0,0,digital,0.0004355229577305174,baixo,A
6071,2022-02-01,100600.38236425795,111537.21474454309,1.0789303041696685,48,0.009557783156029431,3176.530783729313,0.19406087620894508,48,16368.733594241567,732,0.5345498749246663,0,0,digital,0.0018338367232994051,baixo,C
6072,2022-12-01,105000.0,83167.65744445019,0.7715502688155489,24,0.008,3997.592067829906,0.6355685186166634,25,6289.789300028267,788,0.3461248919990964,0,0,digital,0.0011292025275170027,baixo,A
6073,2024-12-01,82880.50041912211,85970.28804331206,1.0968825797174382,48,0.01706475047011613,2964.696878211504,0.8,46,4129.467602761268,689,0.7761619256622155,0,0,parceiro,0.09356787186730713,alto,D
6074,2022-07-01,62990.21826810973,48621.78399090277,0.7593169925364258,36,0.008,1661.7845284001878,0.34455198309200497,27,4823.029934372617,747,0.16146654342332872,0,0,digital,0.0004227755455524686,baixo,A
